TotalFile:1129	PakTime:2010-4-19 19:59:15	PakTimeSave:4bcc4593	CRC:e3876214
Index	ID	Time	FileName	Size	InPakSize	ComprFlag	CRC
764	acb88968	2008-10-16 10:34:51	\task_publish\sub\0000000000000146.xml	3180	838	4	c7d7708f
765	af079759	2008-10-16 10:34:55	\task_publish\sub\0000000000000190.xml	40786	4347	4	28a1eeff
766	af0952d9	2010-2-1 12:53:35	\task_publish\task\000000000000010D.xml	7050	1052	4	3eee9f29
767	af2d05dc	2010-2-1 12:46:25	\task_publish\task\0000000000000078.xml	6770	1271	4	c7836c48
768	af2f2db7	2010-2-1 12:50:1	\task_publish\task\00000000000000C0.xml	6970	1117	4	c2526bae
769	af4d030f	2010-2-1 12:40:31	\task_publish\sub\0000000000000095.xml	21060	1933	4	4ecfc8f6
770	af7ea4eb	2008-10-16 10:34:27	\task_publish\sub\000000000000001C.xml	45194	4882	4	73e633a9
771	afd5e2cb	2008-10-16 10:34:58	\task_publish\sub\00000000000001B9.xml	8152	1207	4	97973336
772	b02cc7ec	2010-2-1 12:44:25	\task_publish\task\000000000000004F.xml	8130	1471	4	bb5729ce
773	b03869aa	2010-2-1 12:39:46	\task_publish\sub\000000000000006F.xml	41744	3874	4	72c0a673
774	b046bc5c	2010-2-1 12:50:22	\task_publish\task\00000000000000C9.xml	8784	1806	4	7c5bfd02
775	b0b23a32	2010-2-1 12:48:10	\task_publish\task\000000000000009B.xml	6622	1228	4	485eb78f
776	b0bf86f8	2008-10-16 10:34:57	\task_publish\sub\00000000000001A2.xml	23200	2563	4	688ecc67
777	b0e532ae	2008-10-16 10:34:39	\task_publish\sub\00000000000000A7.xml	25882	2321	4	be1a791
778	b13023af	2010-2-1 13:1:25	\task_publish\task\00000000000001AA.xml	9500	1235	4	a7bfdb44
779	b14760dc	2010-2-1 12:41:28	\task_publish\task\0000000000000014.xml	60460	5895	4	88f4f192
780	b148d94b	2009-5-14 11:19:22	\task_publish\sub\0000000000000034.xml	40822	4714	4	9ee6369b
781	b17a7a37	2008-11-7 11:14:4	\task_publish\sub\0000000000000199.xml	114970	6457	4	d5e2f31d
782	b1c84999	2008-11-13 14:22:22	\task_publish\sub\00000000000001DC.xml	9498	1179	4	92d89f45
783	b1d54722	2010-2-1 12:45:16	\task_publish\task\0000000000000060.xml	6528	1360	4	59ea0829
784	b2283741	2009-7-2 14:47:27	\task_publish\sub\0000000000000260.xml	15518	1283	4	3a0f51e2
785	b23a7abc	2010-2-1 13:1:28	\task_publish\task\00000000000001AB.xml	9502	1238	4	d37318a2
786	b248bbe9	2010-2-1 12:41:31	\task_publish\task\0000000000000015.xml	50572	5605	4	4904095f
787	b2620a63	2008-10-30 9:17:9	\task_publish\sub\0000000000000130.xml	10332	1286	4	54f4562b
788	b2afa609	2008-10-16 10:34:29	\task_publish\sub\0000000000000035.xml	46766	4819	4	a6d73560
789	b2de9e3f	2010-2-1 12:45:19	\task_publish\task\0000000000000061.xml	6740	1229	4	a57110a0
790	b32fd767	2009-1-8 14:12:26	\task_publish\sub\00000000000001DD.xml	26854	2783	4	37a3bc2c
791	b3412950	2009-3-20 12:17:44	\task_publish\sub\0000000000000216.xml	68444	4219	4	cc69771
792	b34c109f	2008-10-16 10:34:45	\task_publish\sub\00000000000000F1.xml	19456	1787	4	2c5e6f81
793	b352ffd1	2010-2-1 12:54:57	\task_publish\task\0000000000000128.xml	9340	2252	4	f30cf0da
794	b3e0d227	2010-2-1 12:58:43	\task_publish\task\0000000000000174.xml	8234	1115	4	30d2dd27
795	b3f2fd04	2008-10-16 10:34:53	\task_publish\sub\000000000000016A.xml	18362	2092	4	913a2a52
796	b41a9d69	2008-11-7 11:14:2	\task_publish\sub\0000000000000198.xml	54602	4952	4	71a230d
797	b4343e55	2008-10-16 10:34:48	\task_publish\sub\000000000000011F.xml	10098	1405	4	ed0e6526
798	b45d29cf	2010-2-1 12:41:25	\task_publish\task\0000000000000013.xml	56862	5733	4	5f96e6ad
799	b4697b8d	2008-10-16 10:34:29	\task_publish\sub\0000000000000033.xml	25660	3359	4	369813b9
800	b4e8e8db	2009-1-14 13:50:48	\task_publish\sub\00000000000001DB.xml	67560	4797	4	ccbe2fc3
801	b502ead4	2009-3-20 12:17:44	\task_publish\sub\0000000000000214.xml	42542	3235	4	65afeabb
802	b5676db7	2010-2-1 12:54:51	\task_publish\task\0000000000000126.xml	9450	2187	4	65fa37c
803	b5f540fd	2010-2-1 12:58:37	\task_publish\task\0000000000000172.xml	10226	1220	4	6ffebd85
804	b5f92b2e	2008-10-16 10:34:34	\task_publish\sub\000000000000006D.xml	49480	4790	4	f49a84b7
805	b6624b92	2009-3-20 12:17:44	\task_publish\sub\0000000000000215.xml	57418	3691	4	3ae8d8a8
806	b668a4c4	2010-2-1 12:54:54	\task_publish\task\0000000000000127.xml	9532	2262	4	5db88c68
807	b66cb3d1	2008-10-16 10:34:45	\task_publish\sub\00000000000000F0.xml	5490	913	4	2453599f
808	b6d888ec	2008-10-16 10:34:34	\task_publish\sub\000000000000006E.xml	17850	2600	4	71f3c82
809	b6fe9b0a	2010-2-1 12:58:40	\task_publish\task\0000000000000173.xml	9318	1190	4	1b7e7b77
810	b73a8cdf	2010-2-1 12:44:22	\task_publish\task\000000000000004E.xml	8540	1596	4	aba6a370
811	b748e325	2010-2-1 12:48:7	\task_publish\task\000000000000009A.xml	6598	1188	4	bca922f4
812	b758393a	2008-10-16 10:34:57	\task_publish\sub\00000000000001A1.xml	17700	1768	4	f702bcb3
813	b75d654f	2010-2-1 12:50:19	\task_publish\task\00000000000000C8.xml	9104	1893	4	bff5905e
814	b78655e0	2008-10-16 10:34:38	\task_publish\sub\00000000000000A6.xml	9138	1173	4	9141b877
815	b7f23b33	2009-6-29 14:47:17	\task_publish\sub\000000000000024F.xml	23110	2612	4	d4c0180f
816	b8230d16	2009-3-20 12:17:44	\task_publish\sub\0000000000000213.xml	51084	4762	4	1d4481de
817	b836a7c3	2008-10-16 10:34:43	\task_publish\sub\00000000000000DF.xml	8106	1627	4	c24d7915
818	b87dd29a	2010-2-1 12:54:48	\task_publish\task\0000000000000125.xml	8966	1951	4	2f2e88be
819	b88309e0	2010-2-1 12:58:34	\task_publish\task\0000000000000171.xml	10212	1222	4	b59a5d1b
820	b89a4a60	2008-10-16 10:34:34	\task_publish\sub\000000000000006C.xml	57050	5435	4	425d2841
821	b8cf3ab5	2010-2-1 12:44:16	\task_publish\task\000000000000004C.xml	7850	1427	4	60f2281f
822	b9471764	2008-10-16 10:34:38	\task_publish\sub\00000000000000A4.xml	18506	2403	4	616b1917
823	b9619325	2010-2-1 12:50:13	\task_publish\task\00000000000000C6.xml	8706	1828	4	33780193
824	b9b3fcb7	2009-6-26 17:34:7	\task_publish\sub\000000000000024D.xml	30430	2818	4	89d7f005
825	b9c45eed	2008-10-29 14:2:30	\task_publish\sub\0000000000000196.xml	46186	3954	4	87351c72
826	b9d17e9d	2010-2-1 12:57:40	\task_publish\task\000000000000015F.xml	7564	1931	4	da8ea4c4
827	b9f5f3c9	2008-10-16 10:34:48	\task_publish\sub\000000000000011D.xml	28776	2734	4	155da67a
828	ba3175c2	2010-2-1 12:44:19	\task_publish\task\000000000000004D.xml	7496	1241	4	90608e5f
829	ba6b2a32	2010-2-1 12:50:16	\task_publish\task\00000000000000C7.xml	8104	1613	4	7d20c5f3
830	ba79587c	2008-10-16 10:34:57	\task_publish\sub\00000000000001A0.xml	29404	2486	4	23ae27c
831	ba935a75	2009-6-26 17:34:7	\task_publish\sub\000000000000024E.xml	21148	2699	4	99f9ff7e
832	baa6f422	2008-10-16 10:34:38	\task_publish\sub\00000000000000A5.xml	13530	1813	4	b12f1f45
833	bad55097	2008-10-16 10:34:48	\task_publish\sub\000000000000011E.xml	12684	1269	4	28ffc1b9
834	bb099acf	2010-2-1 12:38:50	\task_publish\sub\0000000000000032.xml	27236	2346	4	4c43af6e
835	bb3b3fab	2008-11-7 11:14:0	\task_publish\sub\0000000000000197.xml	44788	4028	4	cdd37db0
836	bb6b9eb2	2010-2-1 12:41:22	\task_publish\task\0000000000000012.xml	62852	6000	4	7e3fa288
837	bb890b1d	2008-11-27 21:12:16	\task_publish\sub\00000000000001DA.xml	40968	3649	4	9bc5b94a
838	bc5c1fe9	2009-6-26 17:34:7	\task_publish\sub\000000000000024C.xml	21634	2824	4	85791754
839	bc6789a6	2008-10-16 10:34:38	\task_publish\sub\00000000000000A3.xml	32920	2815	4	f70b2444
840	bc785808	2010-2-1 12:50:10	\task_publish\task\00000000000000C5.xml	8008	1271	4	5a703a23
841	bc96120b	2008-10-16 10:34:48	\task_publish\sub\000000000000011C.xml	10680	1585	4	a8a2d26b
842	bccb5c43	2008-10-16 10:34:29	\task_publish\sub\0000000000000030.xml	15304	2666	4	304d7843
843	bce4f12f	2009-1-8 18:2:1	\task_publish\sub\0000000000000195.xml	15360	1206	4	95465b01
844	bcef2780	2010-2-1 12:57:37	\task_publish\task\000000000000015E.xml	10382	1293	4	ed770f89
845	bd780c88	2010-2-1 12:41:16	\task_publish\task\0000000000000010.xml	37856	5367	4	7fa0076c
846	bdd3e40b	2010-2-1 12:52:56	\task_publish\task\00000000000000FF.xml	6862	1275	4	1c38c6fb
847	bdecce8a	2009-3-20 12:17:44	\task_publish\sub\0000000000000211.xml	59378	5113	4	ce878026
848	bdf07947	2008-10-16 10:34:43	\task_publish\sub\00000000000000DD.xml	11336	1907	4	47cf1ac
849	be2a3d01	2008-10-16 10:34:29	\task_publish\sub\0000000000000031.xml	30356	3661	4	2c51dcd0
850	be6247a5	2010-2-1 12:41:19	\task_publish\task\0000000000000011.xml	47304	5825	4	bc0b0f78
851	bec3ac48	2009-3-20 12:17:44	\task_publish\sub\0000000000000212.xml	50724	4422	4	e0b357bf
852	bed7c605	2008-10-16 10:34:43	\task_publish\sub\00000000000000DE.xml	16938	2018	4	b5148b09
853	bf0b9b8d	2010-2-1 12:54:45	\task_publish\task\0000000000000124.xml	9710	2221	4	3550c015
854	bf99fed3	2010-2-1 12:58:31	\task_publish\task\0000000000000170.xml	12562	1800	4	f394ea6a
855	bfbaeca2	2008-10-16 10:34:34	\task_publish\sub\000000000000006B.xml	49336	4317	4	43869bf4
856	bfc5e398	2010-2-1 12:44:13	\task_publish\task\000000000000004B.xml	7800	1461	4	b06befa1
857	c0325a79	2008-10-16 10:34:57	\task_publish\sub\00000000000001B2.xml	11276	1558	4	75fbb050
858	c06562f3	2010-2-1 12:55:46	\task_publish\task\0000000000000138.xml	6720	1181	4	17816b98
859	c07ff62f	2008-10-16 10:34:40	\task_publish\sub\00000000000000B7.xml	21796	2950	4	d658e00e
860	c08b5939	2010-2-1 12:59:31	\task_publish\task\0000000000000184.xml	9480	1230	4	aa569496
861	c0c29ccc	2008-10-16 10:34:30	\task_publish\sub\0000000000000044.xml	18634	1738	4	d1964f46
862	c1374a0e	2010-2-1 12:45:13	\task_publish\task\000000000000005F.xml	8074	1529	4	a58e083a
863	c1420d1a	2008-12-16 19:35:43	\task_publish\sub\00000000000001EC.xml	52362	5044	4	1de6dfe6
864	c169237e	2010-2-1 12:51:10	\task_publish\task\00000000000000D9.xml	8128	1839	4	2c57f8bc
865	c1db56c1	2010-2-1 13:2:13	\task_publish\task\00000000000001BA.xml	9494	2330	4	aedb9bd8
866	c1e40f13	2009-11-19 18:50:8	\task_publish\sub\0000000000000225.xml	14412	1361	4	6b7319f
867	c2227d8a	2008-10-24 15:47:22	\task_publish\sub\0000000000000045.xml	41684	4121	4	7aed9e79
868	c2a1ead8	2008-12-16 19:35:43	\task_publish\sub\00000000000001ED.xml	48904	5070	4	c9a9e467
869	c2cce1de	2010-2-1 13:2:16	\task_publish\task\00000000000001BB.xml	10380	2278	4	53c55244
870	c2dbecd1	2009-11-19 18:50:11	\task_publish\sub\0000000000000226.xml	14412	1345	4	b30b5849
871	c3532e0b	2010-2-1 12:42:19	\task_publish\task\0000000000000025.xml	7554	1304	4	88219417
872	c374b085	2009-3-19 20:1:44	\task_publish\sub\000000000000017A.xml	12768	2113	4	bffbbaf5
873	c3b22d2b	2010-2-1 12:40:4	\task_publish\sub\000000000000007F.xml	50592	4501	4	44936b6f
874	c3e10551	2010-2-1 12:46:4	\task_publish\task\0000000000000071.xml	6946	1441	4	73597828
875	c462ac5c	2008-12-16 19:35:43	\task_publish\sub\00000000000001EB.xml	50020	4610	4	41d12fd2
876	c467e861	2010-2-1 12:51:7	\task_publish\task\00000000000000D8.xml	8138	2002	4	311c23a6
877	c484ae55	2009-11-19 18:50:5	\task_publish\sub\0000000000000224.xml	14410	1343	4	611f9fd0
878	c5605ce1	2010-2-1 12:42:13	\task_publish\task\0000000000000023.xml	8582	1724	4	de26e9b5
879	c573eeaf	2010-2-1 12:39:58	\task_publish\sub\000000000000007D.xml	21608	1968	4	ee375c6f
880	c5f31ffd	2008-10-16 10:34:57	\task_publish\sub\00000000000001B0.xml	16200	1657	4	bc0dc445
881	c6534c6d	2010-2-1 12:40:1	\task_publish\sub\000000000000007E.xml	16654	1781	4	e9804c2a
882	c66997fe	2010-2-1 12:42:16	\task_publish\task\0000000000000024.xml	7696	1380	4	e737cf56
883	c6d2fcbb	2008-10-16 10:34:57	\task_publish\sub\00000000000001B1.xml	10944	1806	4	95d6ae74
884	c6ffca44	2010-2-1 12:46:1	\task_publish\task\0000000000000070.xml	6762	1350	4	885efeaa
885	c7186961	2008-10-16 10:34:40	\task_publish\sub\00000000000000B6.xml	14248	1736	4	6a23cbcf
886	c74ef5d6	2008-10-16 10:34:49	\task_publish\sub\000000000000012F.xml	8660	1114	4	ec4103aa
887	c7732be6	2010-2-1 12:55:43	\task_publish\task\0000000000000137.xml	6978	1265	4	f335274b
888	c774feb4	2009-7-2 14:47:27	\task_publish\sub\000000000000025F.xml	15512	1273	4	d92da391
889	c7810e2c	2010-2-1 12:59:28	\task_publish\task\0000000000000183.xml	9496	1233	4	a7a2573a
890	c7cd33f1	2010-2-1 12:45:10	\task_publish\task\000000000000005E.xml	7786	1514	4	5769414f
891	c7e33f0e	2008-10-16 10:34:30	\task_publish\sub\0000000000000043.xml	15870	2520	4	a48dc1a9
892	c81c01e1	2008-10-16 10:34:35	\task_publish\sub\000000000000007C.xml	29420	2295	4	d6f93274
893	c87e05d4	2010-2-1 12:42:10	\task_publish\task\0000000000000022.xml	7978	1527	4	a4aa9907
894	c8d92ae5	2008-10-16 10:34:40	\task_publish\sub\00000000000000B4.xml	26320	2373	4	b99967c2
895	c90059bc	2010-2-1 12:55:37	\task_publish\task\0000000000000135.xml	6796	1173	4	35ed0d9a
896	c90fb74a	2008-10-16 10:34:49	\task_publish\sub\000000000000012D.xml	8262	1111	4	32ae6a9b
897	c935b028	2009-7-2 14:47:27	\task_publish\sub\000000000000025D.xml	15512	1275	4	fb2b6fc
898	c995bc02	2010-2-1 12:59:22	\task_publish\task\0000000000000181.xml	9498	1232	4	a2eac6e4
899	c9acf082	2008-10-16 10:34:30	\task_publish\sub\0000000000000041.xml	48304	5138	4	1443ba5
900	c9d1a1d7	2010-2-1 12:45:4	\task_publish\task\000000000000005C.xml	7960	1569	4	d086082e
901	ca0990c9	2010-2-1 12:55:40	\task_publish\task\0000000000000136.xml	7420	1465	4	69620d23
902	ca1511f6	2009-7-2 14:47:27	\task_publish\sub\000000000000025E.xml	15510	1269	4	1bd1486f
903	ca388ba3	2008-10-16 10:34:40	\task_publish\sub\00000000000000B5.xml	23156	2787	4	d465250
904	ca6f1408	2008-10-16 10:34:49	\task_publish\sub\000000000000012E.xml	12506	1409	4	9eaefce2
905	ca8c5e40	2008-10-16 10:34:30	\task_publish\sub\0000000000000042.xml	13922	2372	4	fba33070
906	ca9ff71f	2010-2-1 12:59:25	\task_publish\task\0000000000000182.xml	9506	1241	4	35c41d9f
907	cadbf8e4	2010-2-1 12:45:7	\task_publish\task\000000000000005D.xml	7630	1362	4	b146d67
908	cb03ce9e	2009-5-22 9:0:7	\task_publish\sub\00000000000001EA.xml	74572	5442	4	ed3e4814
909	cb497b44	2008-10-16 10:34:45	\task_publish\sub\00000000000000EF.xml	7898	1278	4	9a7339b
910	cb7e5154	2010-2-1 12:51:4	\task_publish\task\00000000000000D7.xml	6704	1218	4	81de1667
911	cba5c097	2009-11-19 18:50:2	\task_publish\sub\0000000000000223.xml	14396	1344	4	ed2f697d
912	cc1e0eaf	2010-2-1 12:55:34	\task_publish\task\0000000000000134.xml	6886	1237	4	409b6275
913	cc28298c	2008-10-16 10:34:49	\task_publish\sub\000000000000012C.xml	17030	2124	4	e72ca152
914	cc4d13c4	2008-10-16 10:34:30	\task_publish\sub\0000000000000040.xml	34868	3808	4	460185f9
915	cc5a3074	2010-2-1 12:41:13	\task_publish\task\000000000000000F.xml	40482	4919	4	8661e71
916	ccac65f5	2010-2-1 12:59:19	\task_publish\task\0000000000000180.xml	9492	1236	4	984e0579
917	cce816ba	2010-2-1 12:45:1	\task_publish\task\000000000000005B.xml	6072	1005	4	7099eaae
918	cd02cf2a	2010-2-1 12:50:58	\task_publish\task\00000000000000D5.xml	14668	1787	4	6fa0103b
919	cd0a3cb8	2008-10-16 10:34:44	\task_publish\sub\00000000000000ED.xml	7222	1431	4	8ebd9a73
920	cd66820b	2009-3-31 10:21:55	\task_publish\sub\0000000000000221.xml	27152	2893	4	7641e430
921	cdddc365	2008-10-16 10:34:35	\task_publish\sub\000000000000007A.xml	66828	4807	4	58617603
922	cdf1aaa2	2010-2-1 12:58:25	\task_publish\task\000000000000016E.xml	13470	1835	4	b53058f8
923	ce4663c9	2009-4-1 18:24:47	\task_publish\sub\0000000000000222.xml	33866	3426	4	9272a504
924	ce699d86	2008-10-16 10:34:44	\task_publish\sub\00000000000000EE.xml	8258	1049	4	2c13589d
925	ce740647	2010-2-1 12:51:1	\task_publish\task\00000000000000D6.xml	14676	1782	4	874515dd
926	cefbe5bf	2010-2-1 12:58:28	\task_publish\task\000000000000016F.xml	14804	1825	4	ddf349c4
927	cf3ca023	2010-2-1 12:39:55	\task_publish\sub\000000000000007B.xml	37626	2808	4	13786562
928	cf74cac7	2010-2-1 12:42:7	\task_publish\task\0000000000000021.xml	8030	1603	4	a7028925
929	cfd6d36a	2009-7-2 14:47:27	\task_publish\sub\000000000000025C.xml	14420	1259	4	faa8f458
930	cffa4d27	2008-10-16 10:34:39	\task_publish\sub\00000000000000B3.xml	8742	1361	4	1b4196b0
931	d0e99b4b	2009-3-19 20:1:54	\task_publish\sub\000000000000017F.xml	12766	2129	4	601081cc
932	d10ec483	2010-2-1 12:40:28	\task_publish\sub\0000000000000093.xml	44702	4422	4	a3489396
933	d11dc0bf	2010-2-1 12:53:32	\task_publish\task\000000000000010B.xml	7086	1145	4	ae837f64
934	d131b3b2	2010-2-1 12:46:19	\task_publish\task\0000000000000076.xml	6728	1306	4	4caab064
935	d138666f	2008-10-16 10:34:27	\task_publish\sub\000000000000001A.xml	39588	3733	4	cd096087
936	d196a44f	2008-10-16 10:34:58	\task_publish\sub\00000000000001B7.xml	7860	1167	4	f020a374
937	d1c59c75	2010-2-1 13:3:22	\task_publish\task\00000000000001D1.xml	7942	1514	4	569a690
938	d1dbf79a	2010-2-1 12:59:46	\task_publish\task\0000000000000189.xml	9500	1239	4	3ec6ea82
939	d2071bcc	2009-2-3 17:9:45	\task_publish\task\000000000000010C.xml	8836	1050	4	96422833
940	d21fc72d	2008-10-16 10:34:27	\task_publish\sub\000000000000001B.xml	23036	2706	4	fe615768
941	d23bcacf	2010-2-1 12:46:22	\task_publish\task\0000000000000077.xml	6914	1441	4	c202cc16
942	d26da241	2008-10-16 10:34:37	\task_publish\sub\0000000000000094.xml	28530	2567	4	9f657709
943	d2cfd682	2010-2-1 13:3:25	\task_publish\task\00000000000001D2.xml	11938	1975	4	2fdf5826
944	d2f6050d	2008-10-16 10:34:58	\task_publish\sub\00000000000001B8.xml	7976	1207	4	68a988a6
945	d307d488	2009-7-30 17:2:23	\task_publish\sub\0000000000000275.xml	18304	1627	4	f9a19789
946	d30bd857	2010-2-1 12:49:4	\task_publish\task\00000000000000AD.xml	7800	1215	4	f0bcc6d8
947	d3592baa	2008-10-16 10:34:51	\task_publish\sub\0000000000000145.xml	3178	837	4	6d334676
948	d42b89a2	2010-2-1 12:53:29	\task_publish\task\000000000000010A.xml	7532	1247	4	3d02905e
949	d42f67c5	2010-2-1 12:40:25	\task_publish\sub\0000000000000092.xml	28752	2316	4	9ebf4bc1
950	d4b7c681	2008-10-16 10:34:58	\task_publish\sub\00000000000001B6.xml	22652	2552	4	65d337ac
951	d4c0960c	2009-7-30 17:2:22	\task_publish\sub\0000000000000273.xml	18326	1628	4	29b77a45
952	d4d1bc8d	2010-2-1 12:59:43	\task_publish\task\0000000000000188.xml	9496	1230	4	9cb62260
953	d4dc4558	2010-2-1 13:3:19	\task_publish\task\00000000000001D0.xml	6890	1317	4	c72dbdc5
954	d518762d	2010-2-1 12:48:58	\task_publish\task\00000000000000AB.xml	6852	1137	4	d144df93
955	d51aed2e	2009-2-26 16:42:8	\task_publish\sub\0000000000000143.xml	34076	2574	4	a98f7319
956	d54019d4	2008-10-16 10:34:31	\task_publish\sub\0000000000000048.xml	41642	3746	4	ac778b52
957	d601813a	2010-2-1 12:49:1	\task_publish\task\00000000000000AC.xml	6756	1057	4	964bf20b
958	d62077ca	2009-7-30 17:2:23	\task_publish\sub\0000000000000274.xml	18326	1633	4	bdb36ef4
959	d67a4aec	2008-10-16 10:34:51	\task_publish\sub\0000000000000144.xml	4366	871	4	1cf832d8
960	d6a7e692	2008-10-16 10:34:31	\task_publish\sub\0000000000000049.xml	32608	2734	4	ca89387a
961	d72bc522	2010-2-1 13:2:28	\task_publish\task\00000000000001BF.xml	9948	1969	4	ebf50ac1
962	d78a3d8d	2009-3-19 20:1:52	\task_publish\sub\000000000000017E.xml	12768	2125	4	46ec448d
963	d7ba025f	2010-2-1 12:42:31	\task_publish\task\0000000000000029.xml	7778	1446	4	cd830068
964	d7c878a5	2010-2-1 12:46:16	\task_publish\task\0000000000000075.xml	6994	1490	4	550934a2
965	d8163f10	2010-2-1 12:48:55	\task_publish\task\00000000000000AA.xml	4964	831	4	74dd5535
966	d83b0c60	2009-2-26 16:42:6	\task_publish\sub\0000000000000142.xml	11096	2070	4	f0ba15fe
967	d860b816	2008-10-16 10:34:31	\task_publish\sub\0000000000000047.xml	47758	4202	4	c9a18517
968	d8e02964	2008-12-16 19:35:43	\task_publish\sub\00000000000001EF.xml	73852	6373	4	84414007
969	d91a2b5d	2009-11-19 18:50:17	\task_publish\sub\0000000000000228.xml	14412	1345	4	cc2cb3ad
970	d93873f8	2010-2-1 13:2:22	\task_publish\task\00000000000001BD.xml	10382	2220	4	75fb966a
971	d94bff01	2009-3-19 20:1:48	\task_publish\sub\000000000000017C.xml	12774	2126	4	72a349c3
972	d94eb035	2010-2-1 12:42:25	\task_publish\task\0000000000000027.xml	7378	1161	4	f2756db7
973	d9dc977b	2010-2-1 12:46:10	\task_publish\task\0000000000000073.xml	6644	1374	4	7d670f87
974	d9e83939	2008-10-16 10:34:37	\task_publish\sub\0000000000000090.xml	14134	1612	4	79f42f1
975	da218a15	2010-2-1 13:2:25	\task_publish\task\00000000000001BE.xml	10378	1993	4	e9453a0c
976	da79881b	2009-4-22 17:38:5	\task_publish\sub\0000000000000229.xml	8188	1064	4	9e5bbfd0
977	daab5ccf	2009-3-19 20:1:50	\task_publish\sub\000000000000017D.xml	12774	2131	4	84479bf3
978	dab0cb42	2010-2-1 12:42:28	\task_publish\task\0000000000000028.xml	8818	1622	4	1555e25f
979	dac62188	2010-2-1 12:46:13	\task_publish\task\0000000000000074.xml	6696	1382	4	c3da86fc
980	dacf8607	2010-2-1 12:40:22	\task_publish\sub\0000000000000091.xml	15998	1987	4	c45db1c7
981	db5079c3	2008-10-16 10:34:58	\task_publish\sub\00000000000001B5.xml	15066	2087	4	82bb6780
982	dbe1094e	2009-7-30 17:2:22	\task_publish\sub\0000000000000272.xml	18304	1631	4	dd7f357
983	dbe86270	2010-2-1 12:59:40	\task_publish\task\0000000000000187.xml	9480	1226	4	fe40f51b
984	dc3638eb	2010-2-1 13:2:19	\task_publish\task\00000000000001BC.xml	10280	2183	4	29c1ea73
985	dc3b4d9f	2009-11-19 18:50:14	\task_publish\sub\0000000000000227.xml	14412	1362	4	59a5069a
986	dc457918	2010-2-1 12:42:22	\task_publish\task\0000000000000026.xml	7378	1166	4	5adfe77a
987	dc541e43	2009-3-19 20:1:46	\task_publish\sub\000000000000017B.xml	12766	2124	4	f2432ea7
988	dceb5c6e	2010-2-1 12:46:7	\task_publish\task\0000000000000072.xml	6446	1308	4	43f14bb0
989	dd113b47	2008-10-16 10:34:57	\task_publish\sub\00000000000001B3.xml	14614	2273	4	8ef83681
990	dd5f57ed	2008-10-16 10:34:40	\task_publish\sub\00000000000000B8.xml	10220	1607	4	6a202e25
991	dd6ebd00	2010-2-1 12:55:49	\task_publish\task\0000000000000139.xml	9318	2120	4	43a47fdb
992	dda2cac2	2009-7-30 17:2:22	\task_publish\sub\0000000000000270.xml	18288	1627	4	9143a83a
993	dde4c1e4	2009-2-19 9:54:7	\task_publish\sub\0000000000000140.xml	28314	3135	4	ec08bbd
994	ddfc9056	2010-2-1 12:59:34	\task_publish\task\0000000000000185.xml	9500	1232	4	4ed0d3e
995	de709805	2008-10-16 10:34:57	\task_publish\sub\00000000000001B4.xml	10652	1739	4	b992faca
996	de81ab80	2009-7-30 17:2:22	\task_publish\sub\0000000000000271.xml	18292	1615	4	dc04cecc
997	debe34ab	2008-10-16 10:34:40	\task_publish\sub\00000000000000B9.xml	8926	1621	4	2f944785
998	dedbaea2	2009-2-26 16:42:4	\task_publish\sub\0000000000000141.xml	15278	1790	4	ec15cac
999	dee62b63	2010-2-1 12:59:37	\task_publish\task\0000000000000186.xml	9496	1239	4	a3c61f6
1000	df01db48	2008-10-16 10:34:30	\task_publish\sub\0000000000000046.xml	22810	2286	4	5a468404
1001	df814ba6	2009-5-26 15:50:20	\task_publish\sub\00000000000001EE.xml	51316	5528	4	2dd74cc8
1002	e01e4f69	2010-2-1 12:49:52	\task_publish\task\00000000000000BD.xml	6954	1222	4	c3f18048
1003	e06c5ecc	2009-2-19 8:58:27	\task_publish\sub\000000000000018F.xml	9832	1380	4	5c6e97b9
1004	e0b23de0	2008-10-16 10:34:28	\task_publish\sub\000000000000002A.xml	45406	3417	4	f26ef254
1005	e1297bc0	2008-10-16 10:34:58	\task_publish\sub\00000000000001C7.xml	13874	1217	4	81a66e8e
1006	e16bac37	2009-2-18 19:14:10	\task_publish\sub\000000000000020B.xml	9504	1184	4	5aa9d228
1007	e1ba0b4b	2009-9-22 17:56:49	\task_publish\sub\0000000000000284.xml	47068	4643	4	ea934ede
1008	e1c426d4	2010-2-1 12:47:7	\task_publish\task\0000000000000086.xml	6758	1262	4	d114c825
1009	e1fc0e6d	2008-10-16 10:34:52	\task_publish\sub\0000000000000154.xml	9680	1583	4	1165df44
1010	e208d88e	2008-10-16 10:34:58	\task_publish\sub\00000000000001C8.xml	14340	1702	4	9a44a98e
1011	e24b0df5	2009-3-16 14:49:38	\task_publish\sub\000000000000020C.xml	10430	1194	4	c94fff29
1012	e299e809	2009-9-22 17:56:49	\task_publish\sub\0000000000000285.xml	50782	6575	4	1021bce0
1013	e2ce71e1	2010-2-1 12:47:10	\task_publish\task\0000000000000087.xml	6700	1259	4	8fae410d
1014	e2d3ef2b	2008-10-16 10:34:52	\task_publish\sub\0000000000000155.xml	22700	2060	4	3249403b
1015	e3298eee	2010-2-1 12:54:21	\task_publish\task\000000000000011C.xml	9556	1444	4	3cfc99db
