TenNhanVat	TrangBiChuyen	CapCuongHoa	TongLuotChuyen	TrangBiNhan
BinhKhíLâmAn	Kim Qua Chùy-Thương Lang	14	1	Nghiệt Long Chùy-Chu Thiềm
TiểuHồng	Yển Nguyệt Đao-Phi Yến	16	0	Long Lân Đao-Nghiệp Hỏa
adumiin	Thanh Sương Kiếm-Triệt Cốt	14	1	Thất Tinh Thấu Cốt-Cự Mộc
Hoàngcaveaa	Long Uyên Kiếm-Linh Vũ	15	0	Huyền Thiết Kiếm-Vân Phách
adminn	Long Uyên Kiếm-Linh Vũ	16	3	Huyền Thiết Kiếm-Việt Quang
Hoàngcavec	Phá Thiên Chùy-Tâm Nhãn	15	0	Thất Tinh Thấu Cốt-Thanh Long
Hoàngcaveb	Kim Cô Bổng-Cự Mộc	15	0	Huyền Thiết Kiếm-Triệt Cốt
LãoĐại	Hổ Phách Thiên Tinh Phù-Vô Song	14	6	Hổ Phách Thiên Tinh Phù-Vô Song
LãoĐại	Trục Lộc Hoàng Long Triền Yêu	16	7	Trục Lộc Hoàng Long Triền Yêu
Hoàngcavek	Phá Thiên Kích-Diên Dương	15	0	Nghiệt Long Chùy-Thanh Long
LộnXào3Tac	Yển Nguyệt Đao-Hoàng Quang	15	2	Huyền Thiết Kiếm-Việt Quang
ThuốcLào	Yển Nguyệt Đao-Toái Trần	15	0	Bạch Hổ Triền Thủ-Hàn Băng
KiếmHạp	Yển Nguyệt Đao-Tâm Nhãn	16	0	Huyền Thiết Kiếm-Vân Phách
KiếmVôTâm	Kim Cô Bổng-Diên Dương	16	1	Huyền Thiết Kiếm-Nghịch Thủy
KiếmVôNgã	Thanh Sương Kiếm-Vân Phách	14	1	Huyền Thiết Kiếm-Nghịch Thủy
OhOooo	Phá Thiên Kích-Hoàng Quang	16	1	Huyền Thiết Kiếm-Việt Quang
ChimCút	Long Uyên Kiếm-Linh Vũ	16	0	Huyền Thiết Kiếm-Triệt Cốt
ChimCu	Long Uyên Kiếm-Linh Vũ	16	0	Thất Tinh Thấu Cốt-Thanh Long
DáiTrong	Long Uyên Kiếm-Triệt Cốt	16	0	Huyền Thiết Kiếm-Triệt Cốt
ChimLợn	Long Uyên Kiếm-Linh Vũ	16	0	Long Lân Đao-Thanh Long
LãoĐại	Thương Khung Giới-Cự Mộc	12	8	Ứng Long Giới-Cự Mộc
Anduy6	Long Uyên Kiếm-Linh Vũ	15	0	Thất Tinh Thấu Cốt-Thanh Long
AnBình	Long Uyên Kiếm-Linh Vũ	16	0	Huyền Thiết Kiếm-Vân Phách
AnBình	Thanh Hư Phù-Hàn	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
AnKhang	Long Uyên Kiếm-Linh Vũ	16	0	Long Lân Đao-Nghiệp Hỏa
AnKhang	Thanh Hư Phù-Cực	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
Anduy6	Thanh Hư Phù-Chấn	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
AnNhiên	Long Uyên Kiếm-Linh Vũ	15	0	Huyền Thiết Kiếm-Triệt Cốt
AnNhiên	Thanh Hư Phù-Tuyệt	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
BuồnĐời	Long Lân Đao-Thương Lang	14	0	Huyền Thiết Kiếm-Triệt Cốt
ChánĐời	Long Lân Đao-Tâm Nhãn	14	0	Huyền Thiết Kiếm-Triệt Cốt
SướngĐời	Long Lân Đao-Tâm Nhãn	14	0	Huyền Thiết Kiếm-Triệt Cốt
KệMẹĐời	Long Lân Đao-Tâm Nhãn	14	0	Huyền Thiết Kiếm-Triệt Cốt
aduminn	Thanh Sương Kiếm-Triệt Cốt	14	1	Huyền Thiết Kiếm-Việt Quang
KẻMangCMM	Thất Tinh Thấu Cốt-Bắc Minh	14	0	Huyền Thiết Kiếm-Triệt Cốt
ChánĐời	Thanh Hư Phù-Tuyệt	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
SướngĐời	Thanh Hư Phù-Tuyệt	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
adumin	Thanh Sương Kiếm-Triệt Cốt	14	1	Huyền Thiết Kiếm-Việt Quang
HảiĐăng	Yển Nguyệt Đao-Triệt Cốt	15	0	Thất Tinh Thấu Cốt-Thanh Long
DươngQuá	Long Hành Đao-Hoàng Quang	16	0	Bạch Hổ Triền Thủ-Nghiệp Hỏa
KẻCôĐơn	Thanh Sương Kiếm-Triệt Cốt	14	1	Huyền Thiết Kiếm-Việt Quang
ThanhLong	Thanh Sương Kiếm-Triệt Cốt	14	1	Huyền Thiết Kiếm-Việt Quang
BạchHổ	Thanh Sương Kiếm-Triệt Cốt	14	1	Huyền Thiết Kiếm-Việt Quang
BạchLong	Thanh Sương Kiếm-Triệt Cốt	14	1	Huyền Thiết Kiếm-Việt Quang
ChuTướcc	Thanh Sương Kiếm-Triệt Cốt	14	1	Huyền Thiết Kiếm-Việt Quang
HuyềnVũ	Hàm Sa Xạ Ảnh-Ô Sương	14	1	Thất Tinh Thấu Cốt-Cự Mộc
DépLào	Hàn Sương Bào-Hàn	12	21	Kính Hoa Khải-Chu Thiềm
LãoĐại	Tỏa Tử Hoàng Kim Giáp-Diên Dương	12	9	Kính Hoa Khải-Hoàng Quang
LãoĂnMày	Thanh Sương Kiếm-Triệt Cốt	14	1	Huyền Thiết Kiếm-Việt Quang
LãoHoàngGia	Thanh Sương Kiếm-Triệt Cốt	14	1	Huyền Thiết Kiếm-Việt Quang
LãoĐôngTà	Thanh Sương Kiếm-Triệt Cốt	14	1	Huyền Thiết Kiếm-Việt Quang
LãoĐộcVật	Thanh Sương Kiếm-Triệt Cốt	14	1	Huyền Thiết Kiếm-Việt Quang
HảiĐăng	Thanh Hư Phù-Chấn	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
HằngLove	Long Uyên Kiếm-Phi Yến	15	0	Huyền Thiết Kiếm-Triệt Cốt
HằngLove	Thanh Hư Phù-Tuyệt	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
SauThienThu8996	Long Uyên Kiếm-Hàn Băng	16	0	Huyền Thiết Kiếm-Triệt Cốt
asian2	Long Uyên Kiếm-Toái Trần	16	1	Huyền Thiết Kiếm-Việt Quang
LãoNgũ	Yển Nguyệt Đao-Chích Viêm	16	2	Long Lân Đao-Nghiệp Hỏa
BậtMãÔnDT	Hàn Sương Bào-Hàn	12	1	Kính Hoa Khải-Chu Thiềm
BậtMãÔnDT	Hỏa Lân Hộ Uyển-Chấn	12	2	Thiên Tàm Hộ Uyển-Hoàng Quang
LãoĐại	Tung Hoành Ngoa-Tuyệt	12	10	Thiên Tàm Ngoa-Cự Mộc
NiệmHoiUc	Hàn Sương Bào-Chấn	12	1	Kính Hoa Khải-Hoàng Quang
NiệmHoiUc	Hỏa Lân Hộ Uyển-Minh	12	2	Thiên Tàm Hộ Uyển-Việt Quang
DépLàoNM	Khinh Vân Ngoa-Cự Mộc	12	3	Phi Phượng Ngoa-Cự Mộc
ChạyXáchDép	Vô Dung Kình Trang-Minh	12	1	Giáng Sa Bào-Việt Quang
ChạyXáchDép	Long Bàn Thúc Yêu-Hàn	12	2	Võ Hầu Thúc Đái-Chu Thiềm
BaoCứyt	Phá Thiên Kích-Toái Trần	15	0	Long Lân Đao-Nghiệp Hỏa
BaoCát	Long Uyên Kiếm-Lạc Lôi	15	0	Huyền Thiết Kiếm-Vân Phách
NgaMiCóChim	Long Uyên Kiếm-Triệt Cốt	15	2	Huyền Thiết Kiếm-Việt Quang
eeeeeeeeeeeee	Thanh Sương Kiếm-Triệt Cốt	14	1	Long Lân Đao-Huyền Vũ
KệMẹĐời	Thanh Hư Phù-Tuyệt	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
KẻMangCMM	Thanh Hư Phù-Tuyệt	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
SóngThần	Quần Điểu Liên-Chí mạng	12	5	Trục Lộc Thiên Hựu Liên
SóngThần	Côn Bằng Bội-Chí mạng	12	6	Bắc Minh Bội-Diên Dương
TáoMeo	Thiên Ma Phù-Nghịch Thủy	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
DépLào	Long Lân Đao-Huyền Vũ	16	22	Huyền Thiết Kiếm-Việt Quang
NếpCam	Thiên Ma Phù-Nghịch Thủy	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
zZzXeBzZz	Yển Nguyệt Đao-Nghiệp Hỏa	16	0	Long Lân Đao-Nghiệp Hỏa
LãoĐại	Phá Sơn Đao-Nghiệp Hỏa	14	11	Long Lân Đao-Nghiệp Hỏa
HạBăng	Kim Cô Bổng-Hàn Băng	16	0	Long Lân Đao-Lạc Lôi
hophap	Nghiệt Long Chùy-Chu Thiềm	14	2	Long Lân Đao-Bạch Hổ
haisoxe	Phá Thiên Chùy-Diên Dương	16	0	Bạch Hổ Triền Thủ-Nghiệp Hỏa
Lamxung	Long Uyên Kiếm-Hàn Băng	15	0	Long Lân Đao-Bạch Hổ
PhongLinh	Bách Điểu Sam-Hàn	14	16	Trầm Hương Sam-Chu Thiềm
PhongLinh	Hình Thiên Giới-Cực	12	17	Ứng Long Giới-Nghịch Thủy
VôTìnhKiếm	Yển Nguyệt Đao-Linh Vũ	16	0	Huyền Thiết Kiếm-Cự Mộc
VôTìnhXinhGái	Yển Nguyệt Đao-Linh Vũ	16	0	Bạch Hổ Triền Thủ-Triệt Cốt
VôTìnhThổ	Long Uyên Kiếm-Linh Vũ	16	0	Huyền Thiết Kiếm-Vân Phách
VôTìnhĐao	Long Uyên Kiếm-Linh Vũ	16	0	Long Lân Đao-Nghiệp Hỏa
VôTìnhTiễn	Thiên Ngoại Phi Tiên-Phi Yến	16	0	Thất Tinh Thấu Cốt-Thanh Long
CônLôn	Thanh Hư Phù-Hàn	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
ThúyYên	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
DépLàoTYK	Long Thủ Bội-Thanh Phong	12	4	Bắc Minh Bội-Chí mạng
DépLàoTYK	Tỏa Tử Hoàng Kim Giáp-Nghịch Thủy	12	5	Kính Hoa Khải-Nghịch Thủy
DépLàoTYK	Tuyệt Hỏa Ngoa-Việt Quang	12	6	Thiên Tàm Ngoa-Việt Quang
ConSóngA	Thương Khung Giới-Nghịch Thủy	12	1	Ứng Long Giới-Nghịch Thủy
SóngThần	Võ Thần Hộ Uyển-Diên Dương	12	7	Tiêu Dao Nộ Long Hộ Uyển
SóngThần	Tuyệt Hỏa Ngoa-Cự Mộc	12	8	Bá Vương Ngoa-Tật Phong
SóngThần	Toàn Long Bào-Chu Thiềm	12	9	Giáng Sa Bào-Chu Thiềm
VõĐang	Thanh Hư Phù-Hàn	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
VõĐang	Quần Điểu Liên-Chấn	12	1	Triều Lộ Liên-Chí mạng
NgaMyN	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
ĐườngMônT	Thanh Hư Phù-Chấn	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
ĐườngMônT	Quần Điểu Liên-Minh	12	1	Triều Lộ Liên-Chí mạng
Swordaa	Huyền Thiết Kiếm-Triệt Cốt	14	0	Huyền Thiết Kiếm-Việt Quang
Swordbb	Huyền Thiết Kiếm-Triệt Cốt	14	0	Huyền Thiết Kiếm-Việt Quang
Swordcc	Huyền Thiết Kiếm-Triệt Cốt	14	0	Huyền Thiết Kiếm-Việt Quang
Sworddd	Huyền Thiết Kiếm-Triệt Cốt	14	0	Huyền Thiết Kiếm-Việt Quang
VôTìnhThuỷ	Yển Nguyệt Đao-Linh Vũ	16	0	Huyền Thiết Kiếm-Triệt Cốt
CủHành	Thanh Hư Phù-Hàn	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
Swordee	Huyền Thiết Kiếm-Triệt Cốt	14	0	Huyền Thiết Kiếm-Việt Quang
CủTỏi	Thanh Hư Phù-Hàn	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
CủKhoai	Thanh Hư Phù-Hàn	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
CủĐậu	Thanh Hư Phù-Hàn	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
CủSắn	Thanh Hư Phù-Hàn	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
CủNghệ	Thanh Hư Phù-Hàn	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
TạpHóaLâmAn	Long Lân Đao-Huyền Vũ	16	2	Huyền Thiết Kiếm-Triệt Cốt
AnhBaChàCú	Long Uyên Kiếm-Linh Vũ	16	4	Huyền Thiết Kiếm-Cự Mộc
congha	Long Lân Đao-Việt Quang	16	3	Huyền Thiết Kiếm-Việt Quang
KẻMangTâmSự	Long Uyên Kiếm-Nghiệp Hỏa	16	3	Huyền Thiết Kiếm-Việt Quang
SiêuThú	Long Lân Đao-Việt Quang	16	3	Bạch Hổ Triền Thủ-Việt Quang
NhatTinh	Bạch Hổ Triền Thủ-Việt Quang	16	3	Huyền Thiết Kiếm-Triệt Cốt
SiêuThúE	Thanh Long Triền Thủ-Linh Vũ	16	0	Huyền Thiết Kiếm-Triệt Cốt
LãoĐại	Câu Vân Bội-Chí mạng	12	12	Bắc Minh Bội-Hoàng Quang
lBéHộtLu	Long Diên Hương Nang-Hoàng Quang	14	1	Già Nam Hương Nang-Thanh Phong
SiêuThúA	Thanh Long Triền Thủ-Triệt Cốt	16	0	Bạch Hổ Triền Thủ-Nghiệp Hỏa
SiêuThúB	Thanh Long Triền Thủ-Triệt Cốt	16	0	Bạch Hổ Triền Thủ-Nghiệp Hỏa
SiêuThúC	Thanh Long Triền Thủ-Triệt Cốt	16	0	Bạch Hổ Triền Thủ-Nghiệp Hỏa
SiêuThúD	Thanh Long Triền Thủ-Linh Vũ	16	0	Thất Tinh Thấu Cốt-Thanh Long
bindje	Triều Lộ Liên-Hoàng Quang	14	0	Quần Điểu Liên-Tuyệt
Swordee	Huyền Thiết Kiếm-Việt Quang	14	1	Bạch Hổ Triền Thủ-Việt Quang
Sworddd	Huyền Thiết Kiếm-Việt Quang	14	1	Bạch Hổ Triền Thủ-Việt Quang
Swordcc	Huyền Thiết Kiếm-Việt Quang	14	1	Bạch Hổ Triền Thủ-Việt Quang
Swordbb	Huyền Thiết Kiếm-Việt Quang	14	1	Bạch Hổ Triền Thủ-Việt Quang
Swordaa	Huyền Thiết Kiếm-Việt Quang	14	1	Bạch Hổ Triền Thủ-Việt Quang
BảoNgọc	Thanh Sương Kiếm-Triệt Cốt	14	1	Huyền Thiết Kiếm-Việt Quang
hoangnam	Long Hành Đao-Hoàng Quang	15	2	Thất Tinh Thấu Cốt-Cự Mộc
Giathinh	Thiên Ngoại Phi Tiên-Nghiệp Hỏa	15	1	Nghiệt Long Chùy-Chu Thiềm
lLáChàBồn	Thanh Long Triền Thủ-Chích Viêm	15	0	Huyền Thiết Kiếm-Vân Phách
Giabao	Phá Thiên Chùy-Diên Dương	16	1	Long Lân Đao-Nghiệp Hỏa
BaoCứyt	Long Lân Đao-Nghiệp Hỏa	15	1	Kinh Lôi Thương-Chích Viêm
ThúyYên	Hình Thiên Giới-Cực	12	1	Ứng Long Giới-Nghịch Thủy
NgaMyN	Già Nam Hương Nang-Chấn	12	1	Long Diên Hương Nang-Phục Thạch
MinhGiáoKiếm	Long Uyên Kiếm-Thực Cốt	16	0	Huyền Thiết Kiếm-Cự Mộc
NgaMyN	Hình Thiên Giới-Cực	12	2	Ứng Long Giới-Nghịch Thủy
VõĐang	Hình Thiên Giới-Tuyệt	12	2	Ứng Long Giới-Cự Mộc
VodlKa	Thiên Ma Phù-Nghịch Thủy	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
ThúyYên	Già Nam Hương Nang-Chấn	12	2	Long Diên Hương Nang-Thiên Sơn
Chivas	Thiên Ma Phù-Nghịch Thủy	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
HeniKen	Thiên Ma Phù-Nghịch Thủy	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
HabaDa	Thiên Ma Phù-Nghịch Thủy	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
LãoLàng	Hình Thiên Giới-Hàn	12	0	Ứng Long Giới-Nghịch Thủy
LãoLàng	Côn Bằng Bội-Cực	12	1	Bắc Minh Bội-Hoàng Quang
LãoLàng	Thanh Hư Phù-Chấn	12	2	Hổ Phách Thiên Tinh Phù-Vô Song
ICBM00	Yển Nguyệt Đao-Tâm Nhãn	16	0	Bạch Hổ Triền Thủ-Nghiệp Hỏa
BuồnĐời	Thanh Hư Phù-Tuyệt	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
SầuĐời	Thiên Ma Phù-Cự Mộc	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
ĐườngMônT	Già Nam Hương Nang-Cực	12	2	Long Diên Hương Nang-Chí mạng
DépLàoMN	Tuyệt Hỏa Ngoa-Nghịch Thủy	12	5	Thiên Tàm Ngoa-Nghịch Thủy
DépLàoMN	Sơn Quỷ Trang-Cự Mộc	12	6	Thiên Nhẫn Bí Trang-Cự Mộc
DépLàoVĐ	Tuyệt Hỏa Ngoa-Chu Thiềm	12	5	Thiên Tàm Ngoa-Chu Thiềm
DépLàoVĐ	Toàn Long Bào-Diên Dương	12	6	Giáng Sa Bào-Hoàng Quang
DépLàoVĐ	Võ Thần Hộ Uyển-Việt Quang	12	7	Thiên Tàm Hộ Uyển-Việt Quang
duonglam	Thanh Sương Kiếm-Vân Phách	14	1	Huyền Thiết Kiếm-Nghịch Thủy
ThienNhan	Phá Sơn Đao-Nghiệp Hỏa	14	1	Long Lân Đao-Nghiệp Hỏa
QuanTài	Thanh Long Triền Thủ-Hoàng Quang	15	0	Bạch Hổ Triền Thủ-Nghiệp Hỏa
ĐangChờ	Yển Nguyệt Đao-Phi Yến	15	0	Bạch Hổ Triền Thủ-Nghiệp Hỏa
LãoĐạie	Phá Thiên Chùy-Diên Dương	15	0	Bạch Hổ Triền Thủ-Nghiệp Hỏa
ChếtCụMày	Thiên Ngoại Phi Tiên-Linh Vũ	15	0	Bạch Hổ Triền Thủ-Nghiệp Hỏa
ConLợnNhựa	Long Uyên Kiếm-Phi Yến	15	0	Thất Tinh Thấu Cốt-Thanh Long
ConHeoBé	Long Uyên Kiếm-Hoàng Quang	15	0	Huyền Thiết Kiếm-Triệt Cốt
NướcDãi	Thanh Long Triền Thủ-Toái Trần	15	0	Bạch Hổ Triền Thủ-Nghiệp Hỏa
SaoThuy3	Yển Nguyệt Đao-Hàn Băng	16	0	Thất Tinh Thấu Cốt-Thanh Long
Swordee	Bạch Hổ Triền Thủ-Việt Quang	14	2	Huyền Thiết Kiếm-Việt Quang
Sworddd	Bạch Hổ Triền Thủ-Việt Quang	14	2	Huyền Thiết Kiếm-Việt Quang
Swordcc	Bạch Hổ Triền Thủ-Việt Quang	14	2	Huyền Thiết Kiếm-Việt Quang
Swordbb	Bạch Hổ Triền Thủ-Việt Quang	14	2	Huyền Thiết Kiếm-Việt Quang
Swordaa	Bạch Hổ Triền Thủ-Việt Quang	14	2	Huyền Thiết Kiếm-Việt Quang
DépLào	Trục Lộc Hoàng Long Triền Yêu	16	23	Trục Lộc Hoàng Long Triền Yêu
DépLào	Long Bàn Thúc Yêu-Cực	12	24	Trục Lộc Hoàng Long Triền Yêu
eeeeeeeeeeeee	Long Lân Đao-Huyền Vũ	14	2	Huyền Thiết Kiếm-Triệt Cốt
SaoHoa3	Yển Nguyệt Đao-Phá Quân	16	0	Long Lân Đao-Nghiệp Hỏa
ddddddddddd	Thanh Long Triền Thủ-Tâm Nhãn	14	1	Thất Tinh Thấu Cốt-Cự Mộc
ccccccccccccc	Phá Sơn Đao-Nghiệp Hỏa	14	1	Long Lân Đao-Nghiệp Hỏa
CônLôn	Già Nam Hương Nang-Minh	12	1	Long Diên Hương Nang-Việt Quang
CônLôn	Hình Thiên Giới-Tuyệt	12	2	Ứng Long Giới-Cự Mộc
SaoThuy3	Thanh Hư Phù-Chấn	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
SiêuThúA	Bạch Hổ Triền Thủ-Nghiệp Hỏa	16	1	Huyền Thiết Kiếm-Việt Quang
SiêuThúB	Bạch Hổ Triền Thủ-Nghiệp Hỏa	16	1	Huyền Thiết Kiếm-Việt Quang
HangSPA	Phá Sơn Đao-Ô Sương	14	1	Bạch Hổ Triền Thủ-Cự Mộc
HangBaby	Ngạo Mai Ngọc Đái-Nghịch Thủy	12	1	Việt Nữ Ngọc Đái-Nghịch Thủy
DaiKaSea	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
SeaDaiKa	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
kakasea	Thanh Hư Phù-Cực	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
Seaseaka	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
KaseaKa	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
SóngThần	Hình Thiên Giới-Cực	12	10	Ứng Long Giới-Nghịch Thủy
NguNguMon	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
MonMonNgu	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
LongLongNgu	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
MonNguLong	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
LongMonNgu	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
LongNguMon	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
LãoĐại	Hổ Phách Thiên Tinh Phù-Vô Song	14	13	Hổ Phách Thiên Tinh Phù-Vô Song
LãoĐại	Ứng Long Giới-Cự Mộc	14	14	Ứng Long Giới-Nghịch Thủy
DépLào	Côn Bằng Bội-Chí mạng	12	25	Tiêu Dao Hỏa Vân Bội
WuKong	Trục Lộc Hoàng Long Triền Yêu	16	7	Trục Lộc Hoàng Long Triền Yêu
Thailand	Yển Nguyệt Đao-Linh Vũ	15	2	Long Lân Đao-Nghiệp Hỏa
DépLào	Hình Thiên Giới-Cực	12	26	Ứng Long Giới-Cự Mộc
DépLào	Thanh Hư Phù-Quy Nguyên	12	27	Hổ Phách Thiên Tinh Phù-Vô Song
QuânMạcTiếu	Yển Nguyệt Đao-Linh Vũ	16	0	Thất Tinh Thấu Cốt-Thanh Long
MaNhẫnĐao	Yển Nguyệt Đao-Nghiệp Hỏa	16	0	Long Lân Đao-Nghiệp Hỏa
linhbos6	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
SiêuThúC	Bạch Hổ Triền Thủ-Nghiệp Hỏa	16	1	Long Lân Đao-Nghiệp Hỏa
SauThienThu8996	Thất Bảo Quán-Minh	12	1	Trục Lộc Thương Khung Quán
DépLào	Hỏa Lân Hộ Uyển-Chấn	12	28	Tiêu Dao Nộ Long Hộ Uyển
mỹNuwăq	Kim Cô Bổng-Toái Trần	15	0	Long Lân Đao-Nghiệp Hỏa
SaoTho3	Thanh Long Triền Thủ-Phi Yến	16	0	Long Lân Đao-Lạc Lôi
NguTinh	Kim Cô Bổng-Diên Dương	16	1	Thất Tinh Thấu Cốt-Cự Mộc
SaoMoc33	Phá Thiên Chùy-Diên Dương	16	0	Huyền Thiết Kiếm-Triệt Cốt
Caradoc	Long Hành Đao-Hoàng Quang	15	0	Thất Tinh Thấu Cốt-Thanh Long
Estellaa	Phá Thiên Kích-Hoàng Quang	15	0	Thất Tinh Thấu Cốt-Thanh Long
DépLàoMN	Trục Lộc Hoàng Long Triền Yêu	14	7	Trục Lộc Hoàng Long Triền Yêu
DépLàoMN	Võ Thần Hộ Uyển-Chu Thiềm	12	8	Thiên Tàm Hộ Uyển-Chu Thiềm
PhongLinh	Tiêu Dao Tường Phượng Thủ Trạc	16	18	Tiêu Dao Tường Phượng Thủ Trạc
Alexander	Long Uyên Kiếm-Hoàng Quang	15	0	Thất Tinh Thấu Cốt-Thanh Long
Corbinn	Long Hành Đao-Toái Trần	15	0	Thất Tinh Thấu Cốt-Thanh Long
Frankkkk	Thiên Ngoại Phi Tiên-Toái Trần	15	0	Thất Tinh Thấu Cốt-Thanh Long
Dorothy	Thanh Long Triền Thủ-Hoàng Quang	15	0	Huyền Thiết Kiếm-Triệt Cốt
AnhBaChàCú	Trục Lộc Hoàng Long Triền Yêu	16	5	Trục Lộc Hoàng Long Triền Yêu
ThuýYênkiếm	Long Uyên Kiếm-Thực Cốt	15	0	Huyền Thiết Kiếm-Việt Quang
Sapphire	Phá Thiên Kích-Hoàng Quang	15	0	Thất Tinh Thấu Cốt-Thanh Long
Emperol	Phá Thiên Kích-Phi Yến	15	0	Thất Tinh Thấu Cốt-Thanh Long
4everafter	Phá Thiên Kích-Chu Thiềm	15	0	Thất Tinh Thấu Cốt-Thanh Long
Larissa	Kim Cô Bổng-Toái Trần	15	0	Thất Tinh Thấu Cốt-Thanh Long
Celestial	Phá Thiên Kích-Hoàng Quang	15	0	Thất Tinh Thấu Cốt-Thanh Long
Magical	Phá Thiên Chùy-Hoàng Quang	15	0	Huyền Thiết Kiếm-Triệt Cốt
phanyoona	Long Uyên Kiếm-Hoàng Quang	15	0	Thất Tinh Thấu Cốt-Thanh Long
lanphuong	Yển Nguyệt Đao-Diên Dương	15	0	Thất Tinh Thấu Cốt-Thanh Long
sunshine	Yển Nguyệt Đao-Phá Quân	15	0	Thất Tinh Thấu Cốt-Thanh Long
XinAccSLL	Kim Cô Bổng-Diên Dương	15	0	Thất Tinh Thấu Cốt-Thanh Long
SoulAngell	Kim Cô Bổng-Hoàng Quang	15	0	Thất Tinh Thấu Cốt-Thanh Long
ThienDe	Kim Cô Bổng-Toái Trần	15	0	Huyền Thiết Kiếm-Triệt Cốt
NgaMyChưởng	Yển Nguyệt Đao-Linh Vũ	15	0	Bạch Hổ Triền Thủ-Việt Quang
Anhxỏlá	Long Uyên Kiếm-Phi Yến	15	0	Thất Tinh Thấu Cốt-Thanh Long
Bánhchưng	Long Hành Đao-Diên Dương	15	0	Thất Tinh Thấu Cốt-Thanh Long
Emcânmap	Long Hành Đao-Thanh Long	15	0	Thất Tinh Thấu Cốt-Thanh Long
Quảdâutây	Phá Thiên Kích-Phá Quân	15	0	Thất Tinh Thấu Cốt-Thanh Long
LagLord	Phá Thiên Kích-Toái Trần	15	0	Thất Tinh Thấu Cốt-Thanh Long
MemeMan	Kim Cô Bổng-Tâm Nhãn	15	0	Huyền Thiết Kiếm-Triệt Cốt
DépLàoVĐ	Côn Bằng Bội-Thanh Phong	12	8	Bắc Minh Bội-Việt Quang
CConSóngDM	Côn Bằng Bội-Chí mạng	12	3	Bắc Minh Bội-Chí mạng
DépLàoNM	Già Nam Hương Nang-Hoàng Quang	12	4	Long Diên Hương Nang-Phục Thạch
DépLàoNM	Phi Phượng Ngoa-Cự Mộc	14	5	Phi Phượng Ngoa-Cự Mộc
ConSóngA	Tiên Xạ Hương Nang-Diên Dương	12	2	Long Diên Hương Nang-Chí mạng
EConSóngTN	Côn Bằng Bội-Thanh Phong	12	3	Bắc Minh Bội-Hàn
PhongLinh	Long Diên Hương Nang-Hoàng Quang	14	19	Long Diên Hương Nang-Hoàng Quang
LãoĐại	Long Uyên Kiếm-Vân Phách	16	15	Long Lân Đao-Nghiệp Hỏa
DépLào	Sơn Quỷ Trang-Phục Thạch	12	29	Kính Hoa Khải-Hoàng Quang
